"Año","Mes","Marca","Familia","LlaveModelo","Modelo","Segmento","Provincia","Pais","Precio","Unidades"
"2022","mar","DAF","FAT","5586","CF85 FAT AC 12.9 2P 6X4 TM DIESEL OTROS","CAMION","GUAYAS","HOLANDA","120000","1"
"2022","mar","DAF","SERIE CF85","5592","FTT CF85 TA","CAMION","PICHINCHA","HOLANDA","129000","1"
"2022","mar","DFSK","SERIE C31","5301","C31Â MINI TRUCK AC 1.5 CS 4X2 TM","CAMIONETA","AZUAY","CHINA","14490","2"
"2022","mar","DFSK","SERIE C31","5301","C31Â MINI TRUCK AC 1.5 CS 4X2 TM","CAMIONETA","EL ORO","CHINA","14490","1"
"2022","mar","DFSK","SERIE C31","5301","C31Â MINI TRUCK AC 1.5 CS 4X2 TM","CAMIONETA","GUAYAS","CHINA","14490","7"
"2022","mar","DFSK","SERIE C31","5301","C31Â MINI TRUCK AC 1.5 CS 4X2 TM","CAMIONETA","LOJA","CHINA","14490","2"
"2022","mar","DFSK","SERIE C31","5301","C31Â MINI TRUCK AC 1.5 CS 4X2 TM","CAMIONETA","MANABI","CHINA","14490","2"
"2022","mar","DFSK","SERIE C31","5301","C31Â MINI TRUCK AC 1.5 CS 4X2 TM","CAMIONETA","PICHINCHA","CHINA","14490","12"
"2022","mar","DFSK","SERIE C31","5301","C31Â MINI TRUCK AC 1.5 CS 4X2 TM","CAMIONETA","TUNGURAHUA","CHINA","14490","3"
"2022","mar","DFSK","SERIE C35","4810","C35 CARGO AC 1.5 4P 4X2 TM","VAN","GUAYAS","CHINA","15990","11"
"2022","mar","DFSK","SERIE C35","4810","C35 CARGO AC 1.5 4P 4X2 TM","VAN","PICHINCHA","CHINA","15990","1"
"2022","mar","DFSK","SERIE C37","2608","C37 VAN AC 1.5 3P 4X2 TM","VAN","AZUAY","CHINA","16990","1"
"2022","mar","DFSK","SERIE C37","2608","C37 VAN AC 1.5 3P 4X2 TM","VAN","EL ORO","CHINA","16990","1"
"2022","mar","DFSK","SERIE C37","2608","C37 VAN AC 1.5 3P 4X2 TM","VAN","GUAYAS","CHINA","16990","17"
"2022","mar","DFSK","SERIE C37","2608","C37 VAN AC 1.5 3P 4X2 TM","VAN","MANABI","CHINA","16990","2"
"2022","mar","DFSK","SERIE C37","2608","C37 VAN AC 1.5 3P 4X2 TM","VAN","PICHINCHA","CHINA","16990","7"
"2022","mar","DFSK","SERIE C37","2608","C37 VAN AC 1.5 3P 4X2 TM","VAN","TUNGURAHUA","CHINA","16990","2"
"2022","mar","DFSK","GLORY","6009","GLORY 500","SUV","GUAYAS","CHINA","19990","3"
"2022","mar","DFSK","GLORY","6009","GLORY 500","SUV","MANABI","CHINA","19990","2"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","AZUAY","CHINA","23490","11"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","CHIMBORAZO","CHINA","23490","3"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","EL ORO","CHINA","23490","5"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","GUAYAS","CHINA","23490","90"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","IMBABURA","CHINA","23490","3"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","LOJA","CHINA","23490","3"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","LOS RIOS","CHINA","23490","5"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","MANABI","CHINA","23490","21"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","PASTAZA","CHINA","23490","1"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","PICHINCHA","CHINA","23490","62"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","SANTA ELENA","CHINA","23490","7"
"2022","mar","DFSK","GLORY","5341","GLORY 560 AC 1.8 5P 4X2 TM","SUV","TUNGURAHUA","CHINA","23490","18"
"2022","mar","DFSK","GLORY","5342","GLORY 580 AC 1.5T 5P 4X2 TM","SUV","GUAYAS","CHINA","26990","8"
"2022","mar","DFSK","GLORY","5342","GLORY 580 AC 1.5T 5P 4X2 TM","SUV","LOJA","CHINA","26990","1"
"2022","mar","DFSK","GLORY","5342","GLORY 580 AC 1.5T 5P 4X2 TM","SUV","LOS RIOS","CHINA","26990","1"
"2022","mar","DFSK","GLORY","5342","GLORY 580 AC 1.5T 5P 4X2 TM","SUV","PICHINCHA","CHINA","26990","2"
"2022","mar","DFSK","GLORY","5342","GLORY 580 AC 1.5T 5P 4X2 TM","SUV","TUNGURAHUA","CHINA","26990","1"
"2022","mar","DFSK","GLORY","5617","GLORY 580 AC 1.8 5P 4X2 TM","SUV","GUAYAS","CHINA","27990","2"
"2022","mar","DFSK","GLORY","5617","GLORY 580 AC 1.8 5P 4X2 TM","SUV","PICHINCHA","CHINA","27990","2"
"2022","mar","DFSK","GLORY","5617","GLORY 580 AC 1.8 5P 4X2 TM","SUV","TUNGURAHUA","CHINA","27990","1"
"2022","mar","DFSK","K01","4566","K01","CAMIONETA","GUAYAS","CHINA","12990","1"
"2022","mar","DFSK","K01","4566","K01","CAMIONETA","PICHINCHA","CHINA","12990","2"
"2022","mar","DFSK","K01","4566","K01","CAMIONETA","SANTA ELENA","CHINA","12990","1"
"2022","mar","DFSK","K01","4566","K01","CAMIONETA","TUNGURAHUA","CHINA","12990","2"
"2022","mar","DODGE","DURANGO","4936","DURANGO GT AC 3.6 5P 4X4 TA","SUV","PICHINCHA","ESTADOS UNIDOS","69990","3"
"2022","mar","DOMY","DOMY X7","4774","X7 AC 1.8 5P 4X2 TA","SUV","GUAYAS","CHINA","31390","1"
"2022","mar","DOMY","DOMY X7","4774","X7 AC 1.8 5P 4X2 TA","SUV","TUNGURAHUA","CHINA","31390","1"
"2022","mar","DOMY","DOMY X7","4773","X7 AC 1.8 5P 4X2 TM","SUV","TUNGURAHUA","CHINA","29990","1"
"2022","mar","DONGFENG","CAPTAIN","5957","CAPTAIN C-816","CAMION","EL ORO","CHINA","26990","2"
"2022","mar","DONGFENG","CAPTAIN","5957","CAPTAIN C-816","CAMION","GUAYAS","CHINA","26990","2"
"2022","mar","DONGFENG","CAPTAIN","5957","CAPTAIN C-816","CAMION","PICHINCHA","CHINA","26990","4"
"2022","mar","DONGFENG","CAPTAIN","5957","CAPTAIN C-816","CAMION","TUNGURAHUA","CHINA","26990","1"
"2022","mar","DONGFENG","CAPTAIN","5958","CAPTAIN C-916","CAMION","GUAYAS","CHINA","28990","2"
"2022","mar","DONGFENG","CAPTAIN","5959","CAPTAIN C-1217","CAMION","GUAYAS","CHINA","37990","1"
"2022","mar","DONGFENG","CAPTAIN","5959","CAPTAIN C-1217","CAMION","PICHINCHA","CHINA","37990","1"
"2022","mar","DONGFENG","CAPTAIN","5959","CAPTAIN C-1217","CAMION","TUNGURAHUA","CHINA","37990","1"
"2022","mar","DONGFENG","CAPTAIN","5926","CAPTAIN E-513","CAMION","GUAYAS","CHINA","19490","2"
"2022","mar","DONGFENG","CAPTAIN","5926","CAPTAIN E-513","CAMION","PICHINCHA","CHINA","19490","3"
"2022","mar","DONGFENG","CAPTAIN","5926","CAPTAIN E-513","CAMION","TUNGURAHUA","CHINA","19490","1"
"2022","mar","DONGFENG","SERIE D-1827","6044","D-1827","CAMION","PICHINCHA","CHINA","56990","1"
"2022","mar","DONGFENG","SERIE D-1827","6025","D-1827D","CAMION","TUNGURAHUA","CHINA","56990","-1"
"2022","mar","DONGFENG","SERIE D-2737","6045","D-2737","CAMION","TUNGURAHUA","CHINA","79990","1"
"2022","mar","DONGFENG","SERIE D-3334","5965","D-3334","CAMION","GUAYAS","CHINA","58990","2"
"2022","mar","DONGFENG","SERIE D-3334","5965","D-3334","CAMION","PICHINCHA","CHINA","58990","1"
"2022","mar","DONGFENG","SERIE D-3334","5965","D-3334","CAMION","TUNGURAHUA","CHINA","58990","2"
"2022","mar","DONGFENG","SERIE RICH","4434","RICH 4X2 GAS P11 MC","CAMIONETA","GUAYAS","CHINA","18990","1"
"2022","mar","DONGFENG","SERIE RICH","4434","RICH 4X2 GAS P11 MC","CAMIONETA","PICHINCHA","CHINA","18990","1"
"2022","mar","DONGFENG","SERIE RICH","5647","RICH 6 AC 2.4 CD 4X2 TM","CAMIONETA","AZUAY","CHINA","23990","1"
"2022","mar","DONGFENG","SERIE RICH","5647","RICH 6 AC 2.4 CD 4X2 TM","CAMIONETA","EL ORO","CHINA","23990","1"
"2022","mar","DONGFENG","SERIE RICH","5647","RICH 6 AC 2.4 CD 4X2 TM","CAMIONETA","ESMERALDAS","CHINA","23990","1"
"2022","mar","DONGFENG","SERIE RICH","5647","RICH 6 AC 2.4 CD 4X2 TM","CAMIONETA","GUAYAS","CHINA","23990","9"
"2022","mar","DONGFENG","SERIE RICH","5647","RICH 6 AC 2.4 CD 4X2 TM","CAMIONETA","MANABI","CHINA","23990","2"
"2022","mar","DONGFENG","SERIE RICH","5647","RICH 6 AC 2.4 CD 4X2 TM","CAMIONETA","PICHINCHA","CHINA","23990","11"
"2022","mar","DONGFENG","SERIE RICH","5647","RICH 6 AC 2.4 CD 4X2 TM","CAMIONETA","SANTA ELENA","CHINA","23990","1"
"2022","mar","DONGFENG","SERIE RICH","5708","RICH 6 AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","CHIMBORAZO","CHINA","29990","1"
"2022","mar","DONGFENG","SERIE RICH","5708","RICH 6 AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","EL ORO","CHINA","29990","1"
"2022","mar","DONGFENG","SERIE RICH","5708","RICH 6 AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","GUAYAS","CHINA","29990","3"
"2022","mar","DONGFENG","SERIE RICH","5708","RICH 6 AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","PICHINCHA","CHINA","29990","11"
"2022","mar","DONGFENG","SERIE RICH","5708","RICH 6 AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","SANTO DOMINGO","CHINA","29990","2"
"2022","mar","DONGFENG","SERIE RICH","5708","RICH 6 AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","TUNGURAHUA","CHINA","29990","6"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","AZUAY","CHINA","26990","3"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","CHIMBORAZO","CHINA","26990","2"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","COTOPAXI","CHINA","26990","1"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","GUAYAS","CHINA","26990","19"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","LOJA","CHINA","26990","3"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","LOS RIOS","CHINA","26990","1"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","MANABI","CHINA","26990","5"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","PICHINCHA","CHINA","26990","13"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","SANTA ELENA","CHINA","26990","3"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","SANTO DOMINGO","CHINA","26990","1"
"2022","mar","DONGFENG","SERIE RICH","5646","RICH6 AC 2.5 CD 4X2 DS","CAMIONETA","TUNGURAHUA","CHINA","26990","1"
"2022","mar","DONGFENG","SX5","5726","SX5 2.0 AC 5P 4X2 MT","SUV","AZUAY","CHINA","19990","1"
"2022","mar","DONGFENG","SX5","5726","SX5 2.0 AC 5P 4X2 MT","SUV","ESMERALDAS","CHINA","19990","1"
"2022","mar","DONGFENG","SX5","5726","SX5 2.0 AC 5P 4X2 MT","SUV","LOJA","CHINA","19990","1"
"2022","mar","DONGFENG","SX5","5726","SX5 2.0 AC 5P 4X2 MT","SUV","MANABI","CHINA","19990","2"
"2022","mar","DONGFENG","SX5","5726","SX5 2.0 AC 5P 4X2 MT","SUV","PICHINCHA","CHINA","19990","6"
"2022","mar","DONGFENG","SX5","5726","SX5 2.0 AC 5P 4X2 MT","SUV","SANTA ELENA","CHINA","19990","1"
"2022","mar","DS","SERIE DS3","5695","DS 3 CROSSBACK","SUV","PICHINCHA","FRANCIA","42990","1"
"2022","mar","DS","DS7","5741","DS7 S CHIC AC 1.6 5P 4X2 TA","SUV","PICHINCHA","FRANCIA","64990","1"
"2022","mar","FAW","BESTUNE","5655","BESTUNE T33 LUXURY MT 1.6 5P 4X2","SUV","CHIMBORAZO","CHINA","18990","1"
"2022","mar","FAW TRUCKS","FAW DRAGON","6016","FAW DRAGON 10TON      CA1161","CAMION","GUAYAS","CHINA","44242","2"
"2022","mar","FAW TRUCKS","FAW DRAGON","6016","FAW DRAGON 10TON      CA1161","CAMION","PICHINCHA","CHINA","44242","1"
"2022","mar","FAW TRUCKS","FAW TIGER","6015","FAW TIGER VH 6T CA1083","CAMION","GUAYAS","CHINA","28514","2"
"2022","mar","FAW TRUCKS","FAW TIGER","6015","FAW TIGER VH 6T CA1083","CAMION","PICHINCHA","CHINA","28514","1"
"2022","mar","FAW TRUCKS","SERIE JH6","6017","JH6 6X4 WP12","CAMION","SANTO DOMINGO","CHINA","92990","1"
"2022","mar","FAW TRUCKS","FAW TIGER","6014","TIGER VR AC 2.3 2P 4X2 TM DIESEL CN","CAMION","AZUAY","CHINA","19990","3"
"2022","mar","FAW TRUCKS","FAW TIGER","6014","TIGER VR AC 2.3 2P 4X2 TM DIESEL CN","CAMION","GUAYAS","CHINA","19990","10"
"2022","mar","FAW TRUCKS","FAW TIGER","6014","TIGER VR AC 2.3 2P 4X2 TM DIESEL CN","CAMION","LOJA","CHINA","19990","2"
"2022","mar","FAW TRUCKS","FAW TIGER","6014","TIGER VR AC 2.3 2P 4X2 TM DIESEL CN","CAMION","MANABI","CHINA","19990","2"
"2022","mar","FAW TRUCKS","FAW TIGER","6014","TIGER VR AC 2.3 2P 4X2 TM DIESEL CN","CAMION","SANTO DOMINGO","CHINA","19990","4"
"2022","mar","FIAT","FIAT 500","5880","500 DOLCEVITA AC 1.4 3P 4X2 TM","AUTOMOVIL","AZUAY","POLONIA","19990","1"
"2022","mar","FIAT","FIAT 500","5880","500 DOLCEVITA AC 1.4 3P 4X2 TM","AUTOMOVIL","GUAYAS","POLONIA","19990","2"
"2022","mar","FIAT","FIAT 500","5880","500 DOLCEVITA AC 1.4 3P 4X2 TM","AUTOMOVIL","PICHINCHA","POLONIA","19990","11"
"2022","mar","FIAT","FIAT 500","5844","500 DOLCEVITA CABRIO AC 1.4 2P 4X2 TM","AUTOMOVIL","GUAYAS","POLONIA","24990","2"
"2022","mar","FIAT","FIAT 500","5844","500 DOLCEVITA CABRIO AC 1.4 2P 4X2 TM","AUTOMOVIL","PICHINCHA","POLONIA","24990","7"
"2022","mar","FIAT","ARGO","5750","ARGO TREKKING AC1.3 5P 4X2 TM","SUV","AZUAY","BRASIL","18990","2"
"2022","mar","FIAT","ARGO","5750","ARGO TREKKING AC1.3 5P 4X2 TM","SUV","EL ORO","BRASIL","18990","1"
"2022","mar","FIAT","ARGO","5750","ARGO TREKKING AC1.3 5P 4X2 TM","SUV","GUAYAS","BRASIL","18990","5"
"2022","mar","FIAT","ARGO","5750","ARGO TREKKING AC1.3 5P 4X2 TM","SUV","IMBABURA","BRASIL","18990","2"
"2022","mar","FIAT","ARGO","5750","ARGO TREKKING AC1.3 5P 4X2 TM","SUV","MANABI","BRASIL","18990","6"
"2022","mar","FIAT","ARGO","5750","ARGO TREKKING AC1.3 5P 4X2 TM","SUV","PICHINCHA","BRASIL","18990","33"
"2022","mar","FIAT","ARGO","5750","ARGO TREKKING AC1.3 5P 4X2 TM","SUV","SANTO DOMINGO","BRASIL","18990","4"
"2022","mar","FIAT","ARGO","5750","ARGO TREKKING AC1.3 5P 4X2 TM","SUV","TUNGURAHUA","BRASIL","18990","4"
"2022","mar","FORD","EXPLORER","5756","EXPLORER XLT AC 2.3 5P 4X4 TA","SUV","EL ORO","ESTADOS UNIDOS","84990","1"
"2022","mar","FORD","EXPLORER","5756","EXPLORER XLT AC 2.3 5P 4X4 TA","SUV","GUAYAS","ESTADOS UNIDOS","84990","8"
"2022","mar","FORD","EXPLORER","5756","EXPLORER XLT AC 2.3 5P 4X4 TA","SUV","MANABI","ESTADOS UNIDOS","84990","3"
"2022","mar","FORD","RANGER","5836","RANGER CC XL AC 2.5L CD 4X2 TM GASOLINA","CAMIONETA","GUAYAS","BRASIL","29990","8"
"2022","mar","FORD","RANGER","5836","RANGER CC XL AC 2.5L CD 4X2 TM GASOLINA","CAMIONETA","MANABI","BRASIL","29990","2"
"2022","mar","FORD","RANGER","5837","RANGER CC XLT AC 3.2L 4X4 TA DIESEL","CAMIONETA","AZUAY","BRASIL","49990","2"
"2022","mar","FORD","RANGER","5837","RANGER CC XLT AC 3.2L 4X4 TA DIESEL","CAMIONETA","EL ORO","BRASIL","49990","1"
"2022","mar","FORD","RANGER","5837","RANGER CC XLT AC 3.2L 4X4 TA DIESEL","CAMIONETA","GUAYAS","BRASIL","49990","3"
"2022","mar","FORD","RANGER","5837","RANGER CC XLT AC 3.2L 4X4 TA DIESEL","CAMIONETA","IMBABURA","BRASIL","49990","1"
"2022","mar","FORD","RANGER","5837","RANGER CC XLT AC 3.2L 4X4 TA DIESEL","CAMIONETA","PICHINCHA","BRASIL","49990","1"
"2022","mar","FORD","RANGER","5837","RANGER CC XLT AC 3.2L 4X4 TA DIESEL","CAMIONETA","SANTO DOMINGO","BRASIL","49990","1"
"2022","mar","FORD","RANGER","5757","RANGER RAPTOR AC 2.0 CD 4X4 TA","CAMIONETA","AZUAY","ARGENTINA","79990","1"
"2022","mar","FORD","RANGER","5757","RANGER RAPTOR AC 2.0 CD 4X4 TA","CAMIONETA","PICHINCHA","ARGENTINA","79990","2"
"2022","mar","FORD","RANGER","5390","RANGER XL AC 3.2 4X2 TM DIESEL","CAMIONETA","AZUAY","ARGENTINA","35990","-1"
"2022","mar","FORD","RANGER","5390","RANGER XL AC 3.2 4X2 TM DIESEL","CAMIONETA","EL ORO","ARGENTINA","35990","2"
"2022","mar","FORD","RANGER","5390","RANGER XL AC 3.2 4X2 TM DIESEL","CAMIONETA","GUAYAS","ARGENTINA","35990","4"
"2022","mar","FORD","RANGER","5390","RANGER XL AC 3.2 4X2 TM DIESEL","CAMIONETA","MANABI","ARGENTINA","35990","4"
"2022","mar","FORD","RANGER","5390","RANGER XL AC 3.2 4X2 TM DIESEL","CAMIONETA","PICHINCHA","ARGENTINA","35990","4"
"2022","mar","FORD","RANGER","5390","RANGER XL AC 3.2 4X2 TM DIESEL","CAMIONETA","SANTO DOMINGO","ARGENTINA","35990","1"
"2022","mar","FORD","RANGER","5390","RANGER XL AC 3.2 4X2 TM DIESEL","CAMIONETA","TUNGURAHUA","ARGENTINA","35990","1"
"2022","mar","FORD","RANGER","5446","RANGER XL AC 3.2 CD 4X4 TM DIESEL","CAMIONETA","AZUAY","ARGENTINA","39990","1"
"2022","mar","FORD","RANGER","5446","RANGER XL AC 3.2 CD 4X4 TM DIESEL","CAMIONETA","GUAYAS","ARGENTINA","39990","2"
"2022","mar","FORD","RANGER","5446","RANGER XL AC 3.2 CD 4X4 TM DIESEL","CAMIONETA","IMBABURA","ARGENTINA","39990","1"
"2022","mar","FORD","RANGER","5446","RANGER XL AC 3.2 CD 4X4 TM DIESEL","CAMIONETA","MANABI","ARGENTINA","39990","4"
"2022","mar","FORD","RANGER","5446","RANGER XL AC 3.2 CD 4X4 TM DIESEL","CAMIONETA","PICHINCHA","ARGENTINA","39990","6"
"2022","mar","FORD","RANGER","4897","RANGER XLS AC 3.2 CD 4X4 TM DIESEL","CAMIONETA","AZUAY","ARGENTINA","44990","1"
"2022","mar","FORD","TERRITORY","5771","TERRITORY","SUV","EL ORO","CHINA","36990","3"
"2022","mar","FORD","TERRITORY","5771","TERRITORY","SUV","GUAYAS","CHINA","36990","20"
"2022","mar","FORD","TERRITORY","5771","TERRITORY","SUV","MANABI","CHINA","36990","3"
"2022","mar","FORD","TERRITORY","5673","TERRITORY TREND AC 1.5 5P 4X2 TA","SUV","AZUAY","CHINA","37990","1"
"2022","mar","FORD","TERRITORY","5673","TERRITORY TREND AC 1.5 5P 4X2 TA","SUV","CHIMBORAZO","CHINA","37990","2"
"2022","mar","FORD","TERRITORY","5673","TERRITORY TREND AC 1.5 5P 4X2 TA","SUV","IMBABURA","CHINA","37990","2"
"2022","mar","FORD","TERRITORY","5673","TERRITORY TREND AC 1.5 5P 4X2 TA","SUV","PICHINCHA","CHINA","37990","20"
"2022","mar","FORD","TERRITORY","5673","TERRITORY TREND AC 1.5 5P 4X2 TA","SUV","SANTO DOMINGO","CHINA","37990","5"
"2022","mar","FORD","TERRITORY","5673","TERRITORY TREND AC 1.5 5P 4X2 TA","SUV","TUNGURAHUA","CHINA","37990","1"
"2022","mar","FOTON","AUMAN","3010","AUMAN 13 TON CAMION","CAMION","GUAYAS","CHINA","55890","3"
"2022","mar","FOTON","AUMAN","3010","AUMAN 13 TON CAMION","CAMION","PICHINCHA","CHINA","55890","2"
"2022","mar","FOTON","AUMAN","5461","AUMAN 35 TON","CAMION","GUAYAS","CHINA","83990","2"
"2022","mar","FOTON","AUMAN","5461","AUMAN 35 TON","CAMION","PICHINCHA","CHINA","83990","2"
"2022","mar","FOTON","AUMAN","5920","AUMAN EST 36 Ton. Low Roof","CAMION","GUAYAS","CHINA","62990","2"
"2022","mar","FOTON","AUMARK","5689","AUMARK E 2.9 TON","CAMION","GUAYAS","CHINA","18990","2"
"2022","mar","FOTON","AUMARK","5689","AUMARK E 2.9 TON","CAMION","PICHINCHA","CHINA","18990","1"
"2022","mar","FOTON","AUMARK","5546","AUMARK S 5.5 TON","CAMION","GUAYAS","CHINA","28490","13"
"2022","mar","FOTON","AUMARK","5546","AUMARK S 5.5 TON","CAMION","MANABI","CHINA","28490","1"
"2022","mar","FOTON","AUMARK","5546","AUMARK S 5.5 TON","CAMION","PICHINCHA","CHINA","28490","2"
"2022","mar","FOTON","TOANO","4973","TOANO 18 PS","VAN","PICHINCHA","CHINA","39990","6"
"2022","mar","FOTON","TUNLAND","5859","TUNLAND G7 4x2","CAMIONETA","GUAYAS","CHINA","27990","3"
"2022","mar","FOTON","TUNLAND","5859","TUNLAND G7 4x2","CAMIONETA","PICHINCHA","CHINA","27990","17"
"2022","mar","FOTON","TUNLAND","5858","TUNLAND G7 4x4","CAMIONETA","GUAYAS","CHINA","29990","2"
"2022","mar","FOTON","TUNLAND","5858","TUNLAND G7 4x4","CAMIONETA","MANABI","CHINA","29990","1"
"2022","mar","FOTON","TUNLAND","5858","TUNLAND G7 4x4","CAMIONETA","PICHINCHA","CHINA","29990","21"
"2022","mar","FOTON","VIEW C2","4320","VIEW C2","VAN","GUAYAS","CHINA","30490","2"
"2022","mar","FOTON","VIEW C2","4320","VIEW C2","VAN","PICHINCHA","CHINA","30490","1"
"2022","mar","FOTON","VIEW CS2","4439","VIEW CS2","VAN","GUAYAS","CHINA","35490","1"
"2022","mar","FOTON","VIEW CS2","4439","VIEW CS2","VAN","PICHINCHA","CHINA","35490","17"
"2022","mar","FOTON","VIEW CS2","5489","VIEW CS2 EXTENDED","VAN","GUAYAS","CHINA","35490","1"
"2022","mar","FOTON","VIEW CS2","5489","VIEW CS2 EXTENDED","VAN","PICHINCHA","CHINA","35490","5"
"2022","mar","FUSO","FA","5466","FA 814","CAMION","GUAYAS","INDIA","39990","1"
"2022","mar","FUSO","FA","5466","FA 814","CAMION","PICHINCHA","INDIA","39990","5"
"2022","mar","FUSO","FA","5467","FA 1014","CAMION","GUAYAS","INDIA","39990","1"
"2022","mar","FUSO","FA","5467","FA 1014","CAMION","PICHINCHA","INDIA","39990","6"
"2022","mar","FUSO","FI","5113","FI 1217 CAMION","CAMION","GUAYAS","INDIA","44990","3"
"2022","mar","FUSO","FI","5113","FI 1217 CAMION","CAMION","PICHINCHA","INDIA","44990","3"
"2022","mar","GAC","GAC GA4","5296","GA4 1.5L AT GE","AUTOMOVIL","GUAYAS","CHINA","23990","1"
"2022","mar","GAC","GAC GA4","5295","GA4 1.5L MT GB","AUTOMOVIL","TUNGURAHUA","CHINA","19990","1"
"2022","mar","GAC","GAC GS3","5246","GS3 1.3T AT GB","SUV","AZUAY","CHINA","26000","5"
"2022","mar","GAC","GAC GS3","5246","GS3 1.3T AT GB","SUV","PICHINCHA","CHINA","26000","-2"
"2022","mar","GAC","GAC GS3","5246","GS3 1.3T AT GB","SUV","TUNGURAHUA","CHINA","26000","3"
"2022","mar","GAC","GAC GS3","5263","GS3 1.5L MT GS","SUV","AZUAY","CHINA","21490","6"
"2022","mar","GAC","GAC GS3","5263","GS3 1.5L MT GS","SUV","GUAYAS","CHINA","21490","6"
"2022","mar","GAC","GAC GS3","5263","GS3 1.5L MT GS","SUV","LOJA","CHINA","21490","18"
"2022","mar","GAC","GAC GS3","5263","GS3 1.5L MT GS","SUV","PICHINCHA","CHINA","21490","8"
"2022","mar","GAC","GAC GS3","5263","GS3 1.5L MT GS","SUV","TUNGURAHUA","CHINA","21490","10"
"2022","mar","GAC","GAC GS4","5249","GS4 1.3T MT GB","SUV","AZUAY","CHINA","25990","1"
"2022","mar","GAC","GAC GS4","5249","GS4 1.3T MT GB","SUV","TUNGURAHUA","CHINA","25990","1"
"2022","mar","GAC","GAC GS4","5297","GS4 1.5T AT GB","SUV","TUNGURAHUA","CHINA","29990","1"
"2022","mar","GAC","GAC GS8","5299","GS8 2.0T AT GE","SUV","AZUAY","CHINA","49990","1"
"2022","mar","GAC","GAC GS8","5299","GS8 2.0T AT GE","SUV","GUAYAS","CHINA","49990","1"
"2022","mar","GAC","GAC GS8","5299","GS8 2.0T AT GE","SUV","TUNGURAHUA","CHINA","49990","1"
"2022","mar","GAC","GAC GS8","5300","GS8 2.0T AT i-4wd  GT","SUV","GUAYAS","CHINA","56990","1"
"2022","mar","GOLDEN DRAGON","SERIE XML","4941","XML6531E22 - EURO III AC 2.8 3P 4X2 TM DIESEL","VAN","GUAYAS","CHINA","24990","3"
"2022","mar","GOLDEN DRAGON","SERIE XML","4941","XML6531E22 - EURO III AC 2.8 3P 4X2 TM DIESEL","VAN","PICHINCHA","CHINA","24990","1"
"2022","mar","GOLDEN DRAGON","SERIE XML","5463","XML6558 AC 2.5 3P 4X2 TM DIESEL","VAN","GUAYAS","CHINA","34990","1"
"2022","mar","GOLDEN DRAGON","SERIE XML","4908","XML6609 AC 3.0 4P 4X2 TM DIESEL","VAN","GUAYAS","CHINA","34990","4"
"2022","mar","GOLDEN DRAGON","SERIE XML","4908","XML6609 AC 3.0 4P 4X2 TM DIESEL","VAN","PICHINCHA","CHINA","34990","2"
"2022","mar","GREAT WALL","HAVAL H9","4563","H9 2.0 4X4 TA","SUV","PICHINCHA","CHINA","59990","1"
